,name,geometry,traffic_collision_count,avg_traffic_collisions_per_day
113,Sunland,"MULTIPOLYGON (((-118.286307 34.29207499912098, -118.28741 34.29150099912099, -118.29011 34.28920099912104, -118.2916100000001 34.28560099912108, -118.2932100000001 34.28320099912126, -118.29581 34.2810009991211, -118.29731 34.27830099912115, -118.299011 34.27670099912115, -118.299511 34.27540099912129, -118.299811 34.27520099912113, -118.3011110000001 34.27490099912131, -118.302411 34.27420099912127, -118.303411 34.27390099912123, -118.3032110000001 34.27330099912117, -118.302311 34.2728009991212, -118.302911 34.2725019991212, -118.3026110000002 34.26610199912149, -118.302711 34.25240199912149, -118.304111 34.25240199912149, -118.306111 34.25210199912146, -118.305511 34.25100199912151, -118.3064110000002 34.2514019991215, -118.3064110000002 34.24970199912165, -118.305311 34.24850199912149, -118.306011 34.24860199912146, -118.3069110000001 34.2482029991216, -118.312311 34.24890199912149, -118.3167110000001 34.24860199912146, -118.324811 34.2501019991216, -118.325206 34.25149099912147, -118.3261590000001 34.25338499912147, -118.329352 34.25807399912148, -118.3343120000002 34.26420199912138, -118.333512 34.26450199912134, -118.3330120000001 34.26510199912126, -118.335106 34.26646399912126, -118.335876 34.26715499912135, -118.336437 34.26817399912149, -118.3377590000001 34.27146499912126, -118.3365020000001 34.27110099912124, -118.3345580000001 34.2716349991212, -118.331248 34.2719699991212, -118.330812 34.2723019991213, -118.329012 34.27280199912133, -118.3277120000001 34.27380099912115, -118.3266120000001 34.27390099912123, -118.3234110000001 34.27290099912125, -118.318474 34.27309799912121, -118.315411 34.27430099912127, -118.3170810000001 34.27406799912126, -118.316998 34.27446299912122, -118.316411 34.27530099912117, -118.3165810000001 34.27556199912125, -118.3177820000001 34.27529599912127, -118.318729 34.27566099912121, -118.319329 34.27828099912124, -118.319411 34.27890099912121, -118.3190110000001 34.27930099912126, -118.317311 34.27950099912119, -118.3170110000001 34.28030099912117, -118.316111 34.28060099912121, -118.315919 34.28110499912111, -118.317455 34.28372899912106, -118.317143606512 34.28608209854985, -118.2994780000001 34.28609599912122, -118.299395 34.29325899912108, -118.290608 34.29322799912129, -118.2906200000001 34.29271899912114, -118.286286 34.2926489991209, -118.286307 34.29207499912098)))",156,0.35294117647058826
114,Sun Valley,"MULTIPOLYGON (((-118.342812 34.20740399912209, -118.3413194257688 34.20652653043827, -118.3629870000001 34.20681799912205, -118.362171 34.20141899912221, -118.362372 34.20119699912223, -118.394278 34.20110899912203, -118.3947120000002 34.20093299912205, -118.413926 34.20469399912215, -118.413927 34.20449499912204, -118.4273150000002 34.20700399912202, -118.4220150000001 34.22410299912182, -118.420515 34.2256029991219, -118.407114 34.23520299912159, -118.403914 34.23770299912169, -118.398714 34.24410299912155, -118.3900140000001 34.2523019991214, -118.3838140000001 34.24660299912158, -118.366614 34.23003099912181, -118.361613 34.2250029991218, -118.3590120000001 34.22210599912174, -118.358619 34.22186299912187, -118.357687 34.22167799912188, -118.3546120000002 34.21840399912194, -118.351212 34.21570399912206, -118.346974 34.21181499912198, -118.342812 34.20740399912209)))",1167,2.6402714932126696
115,Sylmar,"MULTIPOLYGON (((-118.4362838207196 34.32989899914581, -118.419982999856 34.32987899915675, -118.4199849997647 34.32916399900802, -118.4194639997667 34.32916299908672, -118.4194619999368 34.32987999902711, -118.4190099998884 34.32988099928384, -118.4186370000701 34.32943299907969, -118.4182129998899 34.32948999898692, -118.419456000262 34.32792599930385, -118.420741000051 34.32772299928926, -118.4207510000988 34.32557299898474, -118.4190509997857 34.32565599912163, -118.4158940002311 34.32448699925774, -118.4143499999329 34.32444099931936, -118.4143489999015 34.32469199897632, -118.4135909998244 34.32468999910854, -118.4135909998017 34.32510299920556, -118.4122070000738 34.32590399903756, -118.4135850001079 34.32740799897797, -118.4135790001102 34.32988099930787, -118.405202 34.32981099912067, -118.404912 34.32207699912088, -118.40272 34.32129899912073, -118.400663 34.3195419991207, -118.39626 34.31985999912074, -118.3962780000001 34.31806999912072, -118.396524 34.31807099912086, -118.39653 34.31741899912073, -118.397279 34.31711499912065, -118.3975380000001 34.31828999912089, -118.39866 34.31810999912079, -118.399716 34.31759399912092, -118.40076 34.31757699912088, -118.4009040000001 34.31002699912082, -118.401079 34.30972199912073, -118.401836 34.30987699912085, -118.402446 34.30960799912091, -118.402479 34.30942899912088, -118.403016 34.30938899912098, -118.403324 34.31002399912094, -118.403881 34.31004999912093, -118.404114 34.30903799912095, -118.403566 34.30896999912078, -118.403751 34.30791699912087, -118.405469 34.30791199912088, -118.4056 34.30072599912096, -118.401052 34.30066999912094, -118.401205 34.29706499912086, -118.40346 34.29710599912108, -118.403508 34.29351299912106, -118.409072 34.29365899912113, -118.40896 34.29180799912098, -118.410217 34.29184299912106, -118.4103480000002 34.29196799912106, -118.410192690899 34.29083766506039, -118.4104230000001 34.29093699912096, -118.411615 34.29000099912098, -118.4158231972013 34.29381818342135, -118.415667 34.29393199912115, -118.4184370000001 34.29654099912097, -118.4214010000001 34.29437499912103, -118.429321 34.30183699912096, -118.4325690000001 34.30468699912098, -118.442473 34.29585599912107, -118.443473 34.29515599912099, -118.4435720000001 34.29487499912094, -118.444697 34.29387099912113, -118.4447810000001 34.29380299912093, -118.4455000000001 34.2944059991211, -118.44926 34.29106599912113, -118.4500020000001 34.29040399912106, -118.449441 34.28969899912104, -118.4563100000001 34.28466999912117, -118.455491 34.28441599912126, -118.4523293468914 34.28143687637829, -118.4544160000001 34.27990099912114, -118.4552160000001 34.27950099912121, -118.456964 34.28220699912114, -118.457826 34.28314799912123, -118.462966 34.2859019991212, -118.4642030000002 34.28694999912104, -118.4655420000002 34.28834499912107, -118.466989 34.29067399912097, -118.4681900000002 34.29214099912104, -118.472817 34.295800999121, -118.4814170000001 34.30479999912089, -118.4901560000002 34.31499299912082, -118.4923500000001 34.31552199912069, -118.4946760000001 34.31867699912072, -118.4974160000001 34.31978799912066, -118.503347 34.32378999912054, -118.5036960000001 34.32429999912059, -118.5037510000002 34.32471399912053, -118.5033300000001 34.32594699912065, -118.5034360000001 34.32671799912063, -118.50637 34.33303499912057, -118.5078401323249 34.33426630318251, -118.5038093779098 34.3373067180371, -118.492929251365 34.33077049923691, -118.4844021379935 34.33028188553313, -118.4362838207196 34.32989899914581)))",769,1.739819004524887
116,Tarzana,"MULTIPOLYGON (((-118.558518 34.18650399912234, -118.527317 34.18649299912231, -118.527317 34.15850499912255, -118.528717 34.15450499912269, -118.5258970000001 34.15445599912262, -118.525504 34.15416999912268, -118.525207 34.1535269991227, -118.5257150000001 34.15230599912272, -118.5257440000001 34.15113999912266, -118.526484 34.1505059991227, -118.5265450000001 34.14828499912279, -118.526717 34.14789299912265, -118.527117 34.14770499912274, -118.5273810000001 34.14831299912267, -118.527745 34.14859299912272, -118.527559 34.14934999912273, -118.527968 34.1498259991227, -118.52974 34.14992799912278, -118.530286 34.14980499912269, -118.5304560000001 34.14960699912272, -118.530477 34.14891299912274, -118.5302290000001 34.14858599912274, -118.5304540000001 34.14825199912279, -118.5303060000001 34.14540999912273, -118.530017 34.14480599912281, -118.5281530000001 34.14415199912272, -118.528302 34.14347699912278, -118.5296140000002 34.14345399912275, -118.528283 34.14201399912289, -118.527879 34.14217999912288, -118.527131 34.14320899912283, -118.5271510000001 34.14415599912281, -118.526317 34.14420599912277, -118.526325 34.14478199912276, -118.526148 34.14515799912282, -118.5258180000001 34.14549199912278, -118.5241360000001 34.14640099912278, -118.523808 34.14730799912282, -118.523512 34.14756899912277, -118.522825 34.14767299912274, -118.5214590000001 34.14699899912286, -118.52126 34.14544199912285, -118.5213570000002 34.14316999912286, -118.525955 34.13381899912295, -118.526381 34.13256099912293, -118.5271160000001 34.12910599912314, -118.5297800000001 34.12947799912296, -118.531636 34.12896599912297, -118.5324360000001 34.12894999912295, -118.534196 34.12824599912297, -118.53482 34.12834199912302, -118.536277 34.12912599912299, -118.5368690000001 34.12918999912289, -118.538469 34.127973999123, -118.5398770000001 34.128293999123, -118.5430170000001 34.12710599912315, -118.5493170000001 34.1264059991231, -118.554717 34.12700599912304, -118.5535170000001 34.12860599912305, -118.5555170000001 34.128205999123, -118.5564170000001 34.12660599912295, -118.5573170000001 34.12680599912294, -118.559917 34.12990599912287, -118.561017 34.130505999123, -118.563517 34.13090599912291, -118.5652170000001 34.13440599912281, -118.5663170000001 34.13770599912282, -118.567918 34.13790599912288, -118.5675180000001 34.14390499912275, -118.5679180000001 34.14500499912283, -118.567299 34.14820799912272, -118.567299 34.14953899912274, -118.5668230000001 34.15071099912267, -118.566836 34.15232999912268, -118.566024 34.15358699912274, -118.565033 34.15569599912266, -118.563165 34.15714399912263, -118.56314 34.15791099912272, -118.5636950000002 34.1587729991226, -118.563197 34.15970299912254, -118.5630690000001 34.16086799912264, -118.562459 34.1613009991226, -118.562281 34.16181899912252, -118.5622800000001 34.16291099912257, -118.5637550000002 34.16357799912253, -118.5659180000002 34.16360499912251, -118.5659220000001 34.17045999912247, -118.5631310000001 34.17053699912245, -118.562318 34.17040499912242, -118.5623180000001 34.18650399912217, -118.558518 34.18650399912234)))",457,1.0339366515837105
117,Toluca Lake,"MULTIPOLYGON (((-118.3571579224123 34.16480619022097, -118.3571510000001 34.16128699912271, -118.353103 34.16128899912271, -118.345949 34.14457299912282, -118.3456650000001 34.14236699912286, -118.347522 34.14217999912288, -118.3541600000001 34.1432109991228, -118.3579670000001 34.14334799912287, -118.3613397325352 34.14266944146496, -118.365011 34.14880599912272, -118.366612 34.15120599912267, -118.370237 34.15761299912263, -118.361601 34.15761299912263, -118.361612 34.16480599912259, -118.3571579224123 34.16480619022097)))",116,0.26244343891402716
118,Torrance,"MULTIPOLYGON (((-118.313269 33.88376799912613, -118.3131190000002 33.87301499912619, -118.3091210000002 33.87305299912622, -118.3089170000002 33.87133999912624, -118.3089530000001 33.86569099912635, -118.3088500000003 33.86569099912633, -118.309148 33.86560799912635, -118.3091500000002 33.85834799912637, -118.3092790000001 33.85834799912637, -118.3094120000003 33.85743899912639, -118.3092160000002 33.83810999912672, -118.3089440000002 33.83011299912668, -118.3088040000001 33.81238599912695, -118.3086390000001 33.81086599912693, -118.3081270000002 33.80904499912705, -118.3092960000002 33.80880499912696, -118.3088290000002 33.80679499912706, -118.3087900000001 33.80221699912707, -118.3117710000002 33.80213199912711, -118.311705 33.80751599912706, -118.3199160000002 33.80766099912702, -118.3199190000001 33.80692199912707, -118.3279410000002 33.8068489991271, -118.3279240000002 33.80341499912713, -118.3259830000001 33.80350299912711, -118.3261210000002 33.80108599912704, -118.328175 33.80097199912706, -118.3283210000001 33.79823999912714, -118.3280760000002 33.79678799912713, -118.3280110000001 33.79388799912723, -118.3295050000002 33.79234199912722, -118.3294980000001 33.79201399912721, -118.3290950000001 33.79095299912726, -118.32775 33.79100099912724, -118.3281900000001 33.79030299912719, -118.3268050000002 33.79031599912721, -118.3267610000002 33.78954599912722, -118.3262290000003 33.78954599912722, -118.3261660000002 33.7889099991273, -118.3278510000002 33.78893399912732, -118.3278090000002 33.78923899912725, -118.328721 33.78912499912725, -118.328726 33.78766299912727, -118.3289040000002 33.78719499912737, -118.3279030000002 33.78728699912725, -118.3278170000002 33.78612799912734, -118.3280050000002 33.78611599912734, -118.3280050000002 33.7852159991272, -118.3299050000001 33.7852159991273, -118.3300050000002 33.78041699912738, -118.33272 33.78021699912735, -118.3341500000002 33.78079999912737, -118.3404800000003 33.78613299912744, -118.340491 33.78663499912738, -118.3419220000002 33.78765099912729, -118.3456570000002 33.79095199912737, -118.3530380000002 33.79655799912716, -118.3553720000001 33.79869299912713, -118.3610490000002 33.80339899912706, -118.3622890000001 33.8040769991272, -118.3664750000002 33.80412599912705, -118.3675650000002 33.80399799912696, -118.3744170000001 33.80421299912709, -118.3781380000002 33.8041179991271, -118.3940910000001 33.80428599912713, -118.3946450000002 33.80351699912718, -118.3952947623006 33.80342630980687, -118.3949890201099 33.8035359819217, -118.3946379922912 33.80397797603228, -118.3936269985014 33.80604200066654, -118.3932760232945 33.80716900409966, -118.3915926954519 33.81532606283313, -118.3904160000001 33.81543699912692, -118.3890390000003 33.81485699912697, -118.3886250000001 33.8153219991269, -118.3884410000002 33.81506299912698, -118.388117 33.81525799912691, -118.3879070000002 33.81461499912696, -118.3875610000003 33.81486099912694, -118.3864220000002 33.8150709991269, -118.3855420000002 33.8160839991269, -118.3860260000002 33.81649299912688, -118.3849390000003 33.81753399912697, -118.3854440000002 33.81803599912691, -118.3853800000002 33.81892099912691, -118.3845850000001 33.81887899912694, -118.3844290000001 33.81901799912686, -118.3830050000002 33.81837999912697, -118.380452 33.81675899912696, -118.3796140000002 33.81638599912691, -118.3744920000003 33.81558199912702, -118.3743470000001 33.8163589991269, -118.3745010000002 33.81961199912684, -118.3745070000001 33.82731499912681, -118.3744510000002 33.82755799912685, -118.3726980000002 33.82756499912682, -118.3743150000001 33.83319499912669, -118.3749320000002 33.83610899912668, -118.3747710000002 33.83723899912662, -118.3754060000003 33.83891399912665, -118.375439 33.83987399912662, -118.3766520000003 33.84589299912657, -118.3782190000001 33.8549929991264, -118.3753730000002 33.85589899912636, -118.3753980000002 33.85825599912639, -118.3588540000002 33.85828799912635, -118.3534950000003 33.85812999912633, -118.353065 33.8587859991264, -118.3575580000002 33.86216099912633, -118.3581440000002 33.86283799912638, -118.3587140000002 33.86401299912634, -118.3588320000002 33.86554499912623, -118.3524610000002 33.86552599912633, -118.3523480000002 33.87442799912626, -118.34986 33.87537599912625, -118.3264919904622 33.88291600056766, -118.3178180000003 33.88552299912604, -118.3134760000003 33.88706099912601, -118.313269 33.88376799912613)))",58,0.13122171945701358
119,Tujunga,"MULTIPOLYGON (((-118.279608 34.27818999912135, -118.27368 34.27806699912136, -118.273537 34.28166099912115, -118.238789 34.28158899912125, -118.238903 34.26708399912142, -118.25669 34.26718999912136, -118.2565 34.25226599912151, -118.265264 34.2523799991216, -118.265297 34.25026499912153, -118.266672 34.25077899912161, -118.2666910000002 34.2477719991216, -118.266044 34.24776799912163, -118.265999 34.24389199912163, -118.266024 34.24035599912163, -118.266733 34.24079599912165, -118.2668073494729 34.23062818193326, -118.272018 34.23159299912171, -118.2706090000001 34.23280299912177, -118.271693 34.23347499912174, -118.271809 34.23380299912176, -118.278402 34.23331399912161, -118.280011 34.23333699912169, -118.2826490000002 34.23372299912167, -118.286987 34.23371899912168, -118.291206 34.23393999912167, -118.2948210000001 34.23336799912179, -118.3028380000001 34.2326339991218, -118.304638 34.23264999912175, -118.306801 34.23296299912164, -118.3085940000001 34.23353299912169, -118.309275 34.23390299912165, -118.311857 34.23647399912166, -118.313731 34.23783099912165, -118.314707 34.23830599912177, -118.3182360000001 34.23938399912177, -118.3204020000001 34.24030099912171, -118.322176 34.24141899912162, -118.322947 34.24218799912148, -118.323718 34.24348699912155, -118.324811 34.2501019991216, -118.3167110000001 34.24860199912146, -118.312311 34.24890199912149, -118.3069110000001 34.2482029991216, -118.306011 34.24860199912146, -118.305311 34.24850199912149, -118.3064110000002 34.24970199912165, -118.3064110000002 34.2514019991215, -118.305511 34.25100199912151, -118.306111 34.25210199912146, -118.304111 34.25240199912149, -118.302711 34.25240199912149, -118.3026110000002 34.26610199912149, -118.302911 34.2725019991212, -118.302311 34.2728009991212, -118.3032110000001 34.27330099912117, -118.303411 34.27390099912123, -118.302411 34.27420099912127, -118.3011110000001 34.27490099912131, -118.299811 34.27520099912113, -118.299511 34.27540099912129, -118.299011 34.27670099912115, -118.29731 34.27830099912115, -118.29581 34.2810009991211, -118.2932100000001 34.28320099912126, -118.2916100000001 34.28560099912108, -118.29011 34.28920099912104, -118.28741 34.29150099912099, -118.2863078188041 34.29205199819598, -118.286694 34.27833699912118, -118.279608 34.27818999912135)))",235,0.5316742081447964
120,Universal City,"MULTIPOLYGON (((-118.3471678513195 34.14217699741412, -118.3464250000003 34.14220699912299, -118.345172388066 34.14254730532228, -118.3450380000003 34.14244599912284, -118.3432300000003 34.13821399912305, -118.3440280000003 34.13784899912298, -118.3444240000002 34.13680099912304, -118.3442130000002 34.13606099912301, -118.3455760000003 34.1351089991229, -118.3458610000003 34.13467699912302, -118.3465640000003 34.13464599912302, -118.3464890000002 34.13435099912314, -118.3467170000002 34.13419299912312, -118.3467140000003 34.13389099912293, -118.3477740000003 34.1334649991231, -118.3474620000002 34.13314399912311, -118.3484530000003 34.13288499912296, -118.3486570000003 34.13246399912304, -118.3484050000003 34.13198799912301, -118.3487750000002 34.13138599912303, -118.3497870000003 34.1325359991231, -118.3506890000004 34.13318799912318, -118.3515920000003 34.13410999912296, -118.3521360000003 34.13415899912305, -118.3586050000003 34.13949599912293, -118.3618490000003 34.13859199912307, -118.3623420000002 34.13869599912302, -118.3609580000003 34.14113599912307, -118.3609150000003 34.14203799912293, -118.3612670000003 34.14268599912305, -118.3576410000003 34.14333699912293, -118.3541600000003 34.14321099912288, -118.3520510000002 34.14296399912295, -118.3484350000003 34.14226199912308, -118.3471678513195 34.14217699741412)))",2,0.004524886877828055
121,University Park,"MULTIPOLYGON (((-118.282819 34.01841599912447, -118.291502 34.01841599912441, -118.291508 34.03681199912407, -118.2840080000002 34.03691199912411, -118.2793070000001 34.03781199912416, -118.2741070000001 34.03541199912403, -118.274307 34.02811199912418, -118.274607 34.02651199912422, -118.279743 34.01846799912429, -118.282819 34.01841599912447)))",460,1.0407239819004526
122,Valley Glen,"MULTIPOLYGON (((-118.4182140000001 34.20530399912217, -118.413927 34.20449499912204, -118.413926 34.20469399912215, -118.4046 34.20285399912205, -118.4038050000001 34.20109199912213, -118.403408 34.1996939991221, -118.4018260000001 34.18747899912215, -118.401504 34.18641999912236, -118.400999 34.18571699912221, -118.3970510000001 34.18192999912227, -118.396153 34.18086699912234, -118.3951700000001 34.17930299912229, -118.393759 34.17609699912244, -118.3925180000001 34.17430799912241, -118.3916730000001 34.17358799912236, -118.3888130000001 34.17210499912248, -118.440114 34.17200499912244, -118.4402210000001 34.18659999912239, -118.440115 34.19390399912216, -118.4314150000001 34.19390399912216, -118.4314150000001 34.20110399912205, -118.426792 34.20111699912204, -118.427515 34.20570399912203, -118.4273150000002 34.20700399912202, -118.4182140000001 34.20530399912217)))",1230,2.7828054298642533
123,Valley Village,"MULTIPOLYGON (((-118.3899100000001 34.1721059991225, -118.3888130000001 34.17210499912248, -118.3868700000001 34.17103999912247, -118.38497 34.16944799912243, -118.384052 34.16835099912248, -118.378982 34.15675099912264, -118.378247 34.15460599912273, -118.3985460000001 34.1546069991227, -118.399294 34.15471699912276, -118.4017780000001 34.15620399912274, -118.403123 34.15664099912261, -118.413808 34.15667699912267, -118.413922 34.1696819991225, -118.4141570000001 34.17131899912242, -118.4140450000001 34.1716859991224, -118.413666 34.17200299912243, -118.3899100000001 34.1721059991225)))",305,0.6900452488687783
124,Van Nuys,"MULTIPOLYGON (((-118.4730310000001 34.22110599912199, -118.467616 34.22110299912187, -118.4663160000001 34.21740399912196, -118.4661160000002 34.21540399912202, -118.466216 34.21490399912187, -118.448916 34.21170399912189, -118.427215 34.20730399912194, -118.427515 34.20570399912203, -118.426792 34.20111699912204, -118.4314150000001 34.20110399912205, -118.4314150000001 34.19390399912216, -118.440115 34.19390399912216, -118.4402210000001 34.18659999912239, -118.440114 34.17200499912244, -118.4676150000001 34.1719049991225, -118.4676530000001 34.17520499912236, -118.467833 34.17641899912238, -118.4682820000001 34.1775929991223, -118.4695660000002 34.17923799912231, -118.466115 34.17910499912237, -118.466216 34.18040499912237, -118.470116 34.18110499912245, -118.474716 34.18580499912218, -118.483716 34.18620399912227, -118.483716 34.18660399912227, -118.4903480000001 34.18643299912223, -118.4903170000001 34.19380399912222, -118.4925170000001 34.19380399912225, -118.4925170000001 34.20110399912205, -118.494717 34.20110399912205, -118.4946170000001 34.20830399912203, -118.5010170000001 34.20830399912206, -118.501117 34.21190399912192, -118.5009170000001 34.21270399912196, -118.5010180000001 34.21540399912202, -118.5009180000001 34.22090299912183, -118.498718 34.22070299912187, -118.495317 34.22000299912195, -118.4928160000002 34.2210889991219, -118.4730310000001 34.22110599912199)))",2212,5.004524886877828
125,Venice,"MULTIPOLYGON (((-118.4518110000002 33.96451099912501, -118.4535882744398 33.96378291932817, -118.4518175321493 33.96451950881536, -118.4518110000002 33.96451099912501)), ((-118.4560198503564 34.00987941955189, -118.4443573342836 33.99462071443707, -118.4447130000001 33.9943749991247, -118.448472 33.99335899912476, -118.4470998024884 33.99061682183064, -118.447211 33.99081099912475, -118.447811 33.99051099912464, -118.4427110000001 33.98491099912471, -118.441724931572 33.98340610119114, -118.4483019859807 33.98466100258486, -118.4550509822593 33.9864160007448, -118.4634799812206 33.98104900637726, -118.4619749861625 33.97936600244145, -118.4617999768482 33.97827500434862, -118.4614209955269 33.97835699898733, -118.4576019789814 33.9737210075143, -118.457477994069 33.97378599553219, -118.4549419826988 33.97040000326231, -118.4545319907947 33.96983899849161, -118.4547609807173 33.96967500853244, -118.4530244477776 33.96679519917484, -118.4566200243959 33.9649909956888, -118.4619310037422 33.96266701475156, -118.4619939804057 33.96282400920781, -118.459657004284 33.9638330037385, -118.4596320135444 33.96580301058025, -118.4606380091865 33.96862601712591, -118.4635840227829 33.97307200121304, -118.4678900061165 33.97844301094603, -118.4750289922919 33.98402999328032, -118.4756600216172 33.98443400146687, -118.4765809961329 33.98459099592305, -118.4773810154694 33.98546898636687, -118.4792060234098 33.98805497547786, -118.4811839746761 33.99013299492628, -118.4819060229053 33.99135101726337, -118.4839664626348 33.99346275589131, -118.481452 33.9931609991247, -118.483344 33.99550999912474, -118.482025 33.99636499912467, -118.4817370000002 33.99644899912465, -118.481411 33.9963099991247, -118.4799170000001 33.99735299912469, -118.457844 34.00903699912456, -118.457106 34.00943399912447, -118.45698 34.00965599912454, -118.4560198503564 34.00987941955189)))",818,1.8506787330316743
126,Vermont Knolls,"MULTIPOLYGON (((-118.2807070000002 33.97461399912485, -118.280807 33.95991399912499, -118.2914070000001 33.95991399912499, -118.291419 33.95940599912514, -118.300207 33.95948449853073, -118.3003070000001 33.96891399912489, -118.3002070000001 33.97451399912481, -118.2807070000002 33.97461399912485)))",572,1.2941176470588236
127,Vermont-Slauson,"MULTIPOLYGON (((-118.280607 33.9933139991246, -118.2804070000001 33.98591399912475, -118.2808070000002 33.97901399912482, -118.2807070000002 33.97461399912485, -118.3002070000001 33.97451399912481, -118.3001070000001 33.9840129991247, -118.3003080000001 33.99091299912464, -118.300208 33.99311299912467, -118.2872070000002 33.99311299912478, -118.280607 33.9933139991246)))",894,2.02262443438914
128,Vermont Square,"MULTIPOLYGON (((-118.2827070000001 34.01111299912446, -118.281107 34.01101299912447, -118.2812070000001 34.00551299912446, -118.280507 33.99501399912465, -118.280607 33.9933139991246, -118.2872070000002 33.99311299912478, -118.317108 33.9930129991246, -118.3170080000001 34.01091199912446, -118.290007 34.01081299912435, -118.2827070000001 34.01111299912446)))",1113,2.518099547511312
129,Vermont Vista,"MULTIPOLYGON (((-118.2826070000001 33.9599139991251, -118.280807 33.95991399912499, -118.2807070000002 33.95661399912518, -118.2793060000001 33.9472139991251, -118.2796060000001 33.94551399912521, -118.2798060000001 33.94291399912524, -118.279848 33.93494499912537, -118.281206 33.92361499912545, -118.2915475629645 33.92350208560499, -118.2915960000001 33.95940964860969, -118.291419 33.95940599912514, -118.2914070000001 33.95991399912499, -118.2826070000001 33.9599139991251)))",566,1.2805429864253393
130,Vernon,"MULTIPOLYGON (((-118.2152060000001 34.01502299912446, -118.2126980000002 34.01429499912442, -118.2127010000002 34.01498899912437, -118.2081660000002 34.0150059991246, -118.2070410000002 34.01277699912454, -118.2053400000001 34.01281599912448, -118.2050260000002 34.0126259991245, -118.2050580000002 34.01437399912452, -118.2017340000002 34.01363899912449, -118.1923090000002 34.01283699912447, -118.192531 34.01138799912436, -118.1928230000001 34.01147599912448, -118.1935140000002 34.00970699912452, -118.1908870000001 34.00862799912465, -118.1864130000002 34.00730999912457, -118.1812730000001 34.00555999912462, -118.1742860000003 34.00133699912469, -118.1744650000003 34.0010379991246, -118.1728720000002 34.00036299912461, -118.1671560000002 33.99862299912464, -118.16833 33.99602499912466, -118.1754550000002 33.99834699912466, -118.1765350000002 33.99783199912471, -118.1767610000002 33.99720499912472, -118.1762750000001 33.99590599912472, -118.1774670000002 33.9954099991247, -118.1776500000002 33.99574499912472, -118.1780510000002 33.99551699912463, -118.175433 33.9927099991246, -118.1769860000002 33.99085699912471, -118.1742640000002 33.98858599912481, -118.172557 33.98645899912484, -118.1731370000002 33.9862289991248, -118.1739590000002 33.98625199912477, -118.1739410000003 33.98674899912477, -118.1751370000002 33.9868449991248, -118.1760830000002 33.98760099912484, -118.1781110000002 33.9896559991248, -118.1779920000002 33.98993299912474, -118.1833710000002 33.99306599912474, -118.1828980000002 33.9936719991247, -118.1843030000001 33.99445399912477, -118.1845460000001 33.99380999912476, -118.1850460000002 33.99385399912477, -118.1849890000001 33.99435199912476, -118.1938690000001 33.99521399912473, -118.1945250000002 33.99533299912461, -118.1945000000003 33.9957389991247, -118.2034310000002 33.99666999912465, -118.2046610000001 33.99664599912468, -118.2045020000003 33.98894699912477, -118.2042810000003 33.98893399912483, -118.2041440000001 33.98333099912499, -118.2126120000002 33.98419399912497, -118.2127720000001 33.98981599912474, -118.2151980000001 33.98981599912474, -118.2152210000003 33.99161599912476, -118.2236070000002 33.99147499912481, -118.2235480000002 33.99305299912482, -118.2237580000002 33.99386299912476, -118.2235540000001 33.99481799912479, -118.2234970000002 33.99635799912478, -118.2238120000002 33.99635499912468, -118.2238090000002 33.99614599912465, -118.2252100000002 33.9961079991247, -118.2252050000001 33.99569699912477, -118.2296870000001 33.99569199912468, -118.229663 33.9903339991248, -118.230273 33.99034299912471, -118.2302840000002 33.98921399912482, -118.2310860000002 33.98921299912479, -118.231092 33.98960899912478, -118.2330440000002 33.98934099912501, -118.2379180000002 33.98939299912474, -118.2395380000001 34.00804699912452, -118.239708 34.01471299912456, -118.2276730000001 34.01492099912444, -118.2275010000002 34.01528099912446, -118.2257070000002 34.01531899912444, -118.225696 34.01493699912443, -118.2236920000002 34.01494199912452, -118.2237050000002 34.01536299912446, -118.2233950000002 34.01536899912445, -118.2232320000001 34.01494099912448, -118.2180640000001 34.01496499912444, -118.2180690000001 34.01598499912444, -118.2152060000001 34.01502299912446)))",23,0.05203619909502263
131,Veterans Administration,"MULTIPOLYGON (((-118.4599310000004 34.0590509991241, -118.4587810000002 34.058072999124, -118.4551610000003 34.06024299912384, -118.4596230000002 34.06544499912383, -118.4546810000003 34.0667989991239, -118.4545340000002 34.06591899912388, -118.4540330000003 34.06504699912382, -118.4501280000003 34.06077899912396, -118.4456240000004 34.05529499912391, -118.4457760000004 34.05532999912392, -118.4490870000003 34.05335099912398, -118.4483130000003 34.05245299912401, -118.4490950000003 34.05199599912404, -118.4481750000002 34.04957799912412, -118.4522220000003 34.04705999912412, -118.4542430000003 34.04941699912413, -118.4568410000003 34.04802399912413, -118.4679530000002 34.06090999912394, -118.4688930000003 34.06587099912383, -118.4667310000003 34.06770799912386, -118.4653360000002 34.06698899912384, -118.4632000000003 34.06506599912384, -118.4628140000003 34.06310899912399, -118.4611000000004 34.06004599912389, -118.4599310000004 34.0590509991241)))",38,0.08597285067873303
